StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q62,Q73,1,2,Q54,Q52,Q67,Q53,Q69,Q51,3,Q4,Q5,Q6,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q8,Q10,Q7,Q9,Q63,Q37,Q71,Q41,Q12,Q11,Q13,Q14,Q15,Q16,Q63.1,Q17,Q76_1,Q76_2,Q76_3,Q76_4,Q76_5,Q76_6,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q65_1,Q65_2,Q65_3,Q65_4,Q65_5,Q65_6,Q65_7,Q65_8,Q65_9,Q65_10,Q65_11,Q65_12,Q65_13,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q20_1,Q20_2,Q20_3,Q20_4,Q68,Q68_1,Q68_2,Q68_3,Q68_4,Q69.1,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q79_7,Q79_8,Q79_9,Q79_10,Q79_11,Q79_12,Q79_13,Q26,Q27,Q32#1_1,Q32#1_2,Q32#2_1,Q32#2_2,Q28#1_1,Q28#1_2,Q28#2_1,Q28#2_2,Q34#1_1,Q34#1_2,Q34#2_1,Q34#2_2,Q35_1,Q35_2,Q35_4,Q35_3,Q35_5,Q35_19,Q35_6,Q35_7,Q35_8,Q35_9,Q35_18,Q35_10,Q35_12,Q35_17,Q35_13,Q35_11,Q35_16,Q36#1_1_1,Q36#1_1_2,Q36#1_1_3,Q36#1_2_1,Q36#1_2_2,Q36#1_2_3,Q36#1_3_1,Q36#1_3_2,Q36#1_3_3,Q36#2_1,Q36#2_2,Q36#2_3,Q50#1_1,Q50#1_2,Q50#1_3,Q50#1_4,Q50#1_5,Q50#1_6,Q50#1_7,Q50#1_8,Q50#1_9,Q50#1_10,Q50#1_11,Q50#1_12,Q50#1_13,Q50#1_14,Q50#2_1,Q50#2_2,Q50#2_3,Q50#2_4,Q50#2_5,Q50#2_6,Q50#2_7,Q50#2_8,Q50#2_9,Q50#2_10,Q50#2_11,Q50#2_12,Q50#2_13,Q50#2_14,Q50#3_1,Q50#3_2,Q50#3_3,Q50#3_4,Q50#3_5,Q50#3_6,Q50#3_7,Q50#3_8,Q50#3_9,Q50#3_10,Q50#3_11,Q50#3_12,Q50#3_13,Q50#3_14,Q77_1,Q77_2,Q77_3,Q77_4,Q58#1_1,Q58#1_2,Q58#1_3,Q58#1_4,Q58#1_5,Q58#1_6,Q58#1_7,Q58#2_1,Q58#2_2,Q58#2_3,Q58#2_4,Q58#2_5,Q58#2_6,Q58#2_7,Q60
2019-07-17 09:15:00,7/17/2019 9:31,0,100,961,1,7/17/2019 9:31,,,,,anonymous,EN,1,,2,1,1,2,6,4,3,22.0,3,1,18,2,2,3,1,1,2,5,5,23,2,1,5,9,3,3,1,5,5,5,1,4,5,4,1,7,7,7,7,7,7,7,6,6,7,7,7,1,7,7,6,6,1,1,1,1,1,1,1,2,2,2,1,1,2,2,6,1,6,1,1,6,1,7,5,1,6,2,2,5,1,14,2,2,1,2,2,2,1,2,2,1,2,2,1,3,5,6,2,1,2,1,5,6,4,6,4,3,,,,,,,1,1,1,1,,,,,5,2,1,7,3,,,8,,10,,3,1,2,6,1,6,1,4,3,2,1,3,4,3,1,5,5,4,5,1,5,4,2,2,5,2,5,2,5,1,3,4,5,3,4,4,1,5,5,2,5,4,5,1,4,4,,,,,,,,,,,,,,,6,6,6,6,,,,,,1,,,,,1,,1,,1
2019-07-17 09:19:00,7/17/2019 9:37,0,100,1041,1,7/17/2019 9:37,,,,,anonymous,EN,1,3,2,4,"1,3,5",2,6,8,4,25.0,3,12,45,7,1,1,1,1,1,1,1,32,2,1,45,50,5,5,1,5,5,5,1,4,5,5,1,7,7,7,7,7,7,7,2,6,7,7,7,1,6,7,7,7,1,1,1,1,1,1,1,2,2,2,1,1,2,1,7,1,6,1,1,6,1,1,4,1,7,1,1,1,1,14,2,3,1,3,3,1,3,3,1,3,1,2,3,1,5,5,5,1,6,1,5,5,5,1,5,5,,,,,,,1,1,1,1,,,,,2,,1,5,,4,,2,,6,1,1,3,3,,3,2,1,4,2,1,4,2,1,4,2,5,5,5,5,1,5,3,1,4,5,1,5,4,5,3,4,4,5,1,5,5,1,5,5,1,5,5,5,1,5,5,,,,,,,,,,,,,,,7,7,7,7,,,,1,,,,,,1,,,,,1
2019-07-17 09:14:00,7/17/2019 9:37,0,100,1345,1,7/17/2019 9:37,,,,,anonymous,EN,1,3,2,1,7,2,6,3,4,23.0,2,5,18,3,4,2,3,3,2,4,3,26,2,1,1,3,3,2,2,4,4,3,2,3,3,4,1,5,7,6,6,6,6,4,6,5,6,6,4,2,5,7,5,4,1,1,1,1,1,1,1,2,2,2,1,1,2,2,6,4,7,2,5,5,5,2,6,4,6,2,7,3,3,14,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,5,2,1,6,1,1,1,1,1,7,7,,,,,,,2,3,2,4,2,2,2,2,5,7,2,8,9,8,,5,,5,6,8,6,,10,,2,3,4,1,3,1,4,1,3,4,5,5,5,5,2,5,5,1,4,5,3,5,5,5,2,3,5,5,4,5,4,2,4,5,4,5,5,5,3,4,5,,,,,,,,,,,,,,,5,7,7,5,,,,,,,1,,,,1,1,,,1
2019-07-17 09:33:00,7/17/2019 9:44,0,100,691,1,7/17/2019 9:44,,,,,anonymous,EN,1,6,2,1,1,8,8,7,4,24.0,2,6,24,2,4,2,1,2,1,4,4,,2,1,18,60,3,3,1,4,4,5,1,5,5,5,2,6,6,5,6,6,7,7,4,6,6,6,6,1,7,7,7,7,1,1,1,1,1,1,1,2,2,2,1,1,2,2,7,2,6,2,2,7,1,1,5,1,6,1,1,6,1,14,2,2,2,2,2,2,2,1,1,1,2,2,1,6,6,7,6,1,3,7,7,7,7,7,5,1,,,,,,,1,1,1,1,,,,,6,3,3,5,1,1,,4,,2,1,5,7,,1,,4,Mom,Boyfriend ,Brother,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,1,,,,,,,,,1,,1
2019-07-17 09:17:00,7/17/2019 9:49,0,100,1954,1,7/17/2019 9:49,,,,,anonymous,EN,1,3,1,1,1,2,6,7,4,26.0,2,5,54,1,2,1,1,2,2,3,1,26,1,1,54,14,3,5,3,4,4,4,3,4,5,5,3,6,7,6,5,5,6,6,3,6,5,5,4,4,6,4,3,3,1,1,1,2,1,2,1,2,4,2,1,1,3,3,6,3,6,2,2,6,4,2,5,1,6,2,7,3,3,14,1,5,1,2,3,1,1,2,5,5,1,1,2,1,2,2,4,2,4,2,2,5,3,9,6,6,,,,,,,1,1,1,1,,,,,5,2,2,7,7,8,,6,,9,,2,0,10,4,0,5,1,2,3,2,3,1,1,2,3,5,5,5,5,1,5,4,1,4,5,3,5,4,5,1,5,5,5,1,5,4,1,5,5,3,5,5,5,1,5,5,,,,,,,,,,,,,,,3,6,7,6,,,,,,1,,,,,,,1,,1
2019-07-17 10:19:00,7/17/2019 10:32,0,100,780,1,7/17/2019 10:32,,,,,anonymous,EN,1,4,2,1,1,2,6,4,4,22.0,3,6,12,3,2,3,1,3,1,5,5,22,2,2,12,24,4,4,2,4,4,4,3,3,5,5,5,7,6,7,4,7,7,4,2,4,5,5,5,4,4,5,6,6,1,1,1,1,1,1,1,4,4,4,2,1,1,4,4,3,4,4,2,6,6,7,2,3,7,7,7,7,3,14,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,7,7,,,,,,,1,1,1,1,,,,,4,6,4,8,,4,,,,10,3,,,,2,,,3,7,4,3,7,4,3,7,4,4,5,5,5,1,5,5,1,5,5,1,1,2,3,3,4,5,5,1,5,5,1,5,5,1,1,3,3,3,5,3,,,,,,,,,,,,,,,7,7,7,7,,,,1,,1,,,,,,,1,1,1
2019-07-17 09:50:00,7/17/2019 10:37,0,100,2786,1,7/17/2019 10:37,,,,,anonymous,EN,1,5,2,1,1,2,8,9,4,23.0,1,1,83,2,2,1,2,3,1,1,2,22,2,1,83,N/a,5,2,2,4,5,5,1,4,5,5,2,7,7,6,7,7,7,7,4,6,6,6,7,1,7,6,7,6,4,1,1,1,1,1,1,2,2,3,4,1,2,2,7,3,2,6,4,6,1,1,2,4,6,2,3,3,4,14,5,3,5,2,3,3,5,2,2,2,3,5,2,1,1,1,1,1,2,2,2,6,5,6,6,6,,,,,,,1,1,1,1,,,,,2,1,1,1,,,,1,,,1,4,0,1,1,1,,1,4,3,1,4,3,1,4,3,5,5,5,1,2,1,1,3,1,2,3,2,2,2,3,3,3,4,1,4,4,2,4,4,1,5,4,4,2,5,5,,,,,,,,,,,,,,,7,7,7,7,,,,,,1,,,,,,1,,,1
2019-07-17 10:24:00,7/17/2019 10:39,0,100,896,1,7/17/2019 10:39,,,,,anonymous,EN,1,2,2,1,1,2,6,4,3,22.0,5,14,36,2,4,5,4,3,3,4,5,26,2,1,1,3 months,4,3,1,5,5,5,1,5,4,4,1,7,7,7,6,7,7,6,4,6,6,6,5,1,6,7,7,4,1,1,1,1,1,1,1,2,3,2,1,1,2,2,6,1,6,1,1,7,3,1,4,1,6,1,2,1,1,12,3,2,5,2,2,5,2,5,5,5,5,5,5,5,4,4,3,1,2,2,5,5,5,6,2,2,4,4,3,1,2,1,3,2,2,1,1,3,1,1,6,8,8,10,,,4,6,2,10,,6,7,10,2,,,2,7,1,2,1,4,4,3,1,5,5,5,5,4,4,4,1,3,4,2,4,4,4,1,4,3,2,3,3,3,1,4,4,1,3,3,4,1,4,1,,,,,,,,,,,,,,,6,6,7,6,,1,,,,,,,,,,1,,,1
2019-07-17 10:22:00,7/17/2019 10:47,0,100,1482,1,7/17/2019 10:47,,,,,anonymous,EN,1,4,2,1,"1,4,5",2,6,3,6,24.0,1,0,90,5,3,2,2,4,1,4,4,24,2,3,90,,5,5,1,4,5,4,1,5,5,5,1,5,7,6,6,6,6,7,1,4,2,6,6,2,6,7,7,7,1,1,1,3,1,1,1,2,2,2,1,1,2,1,4,2,7,1,2,7,1,5,1,1,4,2,1,5,4,12,5,1,5,2,5,1,2,1,1,1,2,5,1,5,7,7,5,1,3,6,6,4,4,6,3,1,12,12,1,3,1,3,2,1,1,1,2,2,2,2,3,5,3,4,6,4,4,5,,,4,5,4,6,3,,5,5,4,7,4,1,7,4,7,1,4,5,5,3,3,4,3,1,3,3,2,3,1,5,3,3,3,5,3,5,3,1,3,5,1,4,5,5,3,4,5,,,,,,,,,,,,,,,6,6,6,5,,,,,,1,,,,,,,1,,1
2019-07-17 09:11:00,7/17/2019 10:58,0,100,6424,1,7/17/2019 10:58,,,,,anonymous,EN,1,2,4,1,1,2,6,8,4,23.0,8,30,12 months,2,5,3,3,3,1,3,3,24,2,1,less than one month,6 months,3,3,1,5,5,5,1,4,2,2,1,7,7,7,7,7,7,7,7,7,6,7,7,1,6,7,7,6,1,1,1,1,1,1,1,1,2,2,1,1,2,1,6,2,6,2,2,6,7,4,4,2,5,5,4,3,1,14,1,1,1,1,1,1,1,1,1,1,2,2,1,2,5,5,3,3,4,3,2,2,2,2,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,1,3,4,2,1,3,4,4,4,4,1,3,4,2,3,5,3,3,3,4,2,3,3,5,1,3,4,2,3,5,2,3,3,4,2,3,3,,,,,,,,,,,,,,,4,5,5,6,,,,,,1,,,,,,,1,,1
2019-07-17 10:35:00,7/17/2019 10:59,0,100,1474,1,7/17/2019 10:59,,,,,anonymous,EN,1,5,1,1,1,2,6,4,4,28.0,1,2,48,"2,4",2,2,1,1,1,5,5,25,1,1,48,48,5,5,1,4,4,4,1,4,5,5,3,7,7,6,6,5,6,6,4,6,7,6,2,5,6,5,6,4,1,1,1,1,1,1,1,2,3,3,1,2,2,3,6,4,6,1,2,5,5,1,4,2,5,1,5,2,3,14,3,5,3,5,3,1,1,2,2,2,5,5,2,3,4,3,3,1,1,1,2,6,5,7,7,6,,,,,,,1,1,1,1,,,,,,1,1,1,7,4,,5,,8,5,1,5,1,5,1,3,4,3,,4,3,2,4,3,,4,5,4,2,5,2,1,1,4,3,4,3,3,1,3,1,3,1,3,2,1,1,1,2,4,1,2,1,2,1,3,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,,,,,,1,,,1
2019-07-17 10:34:00,7/17/2019 11:03,0,100,1734,1,7/17/2019 11:03,,,,,anonymous,EN,1,4,2,5,1,2,8,9,3,28.0,5,2,46,7,2,1,2,4,2,1,1,34,2,1,46,47,5,5,1,4,5,5,1,3,5,5,3,7,7,7,7,7,7,7,2,7,7,7,7,2,7,7,7,7,1,1,1,1,1,1,1,2,3,2,1,1,2,1,6,2,6,2,2,7,5,1,5,2,7,1,6,2,3,14,2,2,2,2,2,2,2,2,1,1,1,2,1,2,6,4,5,2,6,4,2,6,2,6,6,5,,,,,,,1,1,1,1,,,,,,3,4,8,,8,,6,,4,2,,3,1,,,,4,5,3,4,1,2,4,7,1,2,5,4,5,1,2,2,1,5,4,5,5,2,5,4,2,1,5,1,2,2,1,5,4,3,4,2,5,1,3,1,,,,,,,,,,,,,,,1,5,6,3,,,,,,,1,,,,,,,1,1
2019-07-17 10:08:00,7/17/2019 11:23,0,100,4463,1,7/17/2019 11:23,,,,,anonymous,EN,1,3,2,1,1,2,8,8,4,24.0,2,1,36 months,"2,4",2,2,2,2,3,2,3,24,2,1,30 months,42 months,5,4,1,4,4,4,2,4,5,5,3,7,7,7,7,7,7,6,1,5,7,6,6,5,5,5,6,5,4,1,1,1,1,1,1,2,2,2,1,1,2,2,6,2,6,4,5,7,1,1,2,1,6,5,2,1,1,14,3,1,1,3,2,1,1,2,2,2,1,1,2,1,5,6,1,1,2,2,2,2,2,1,5,6,,,,,,,,,2,1,,,,,6,5,,3,4,4,,3,,5,3,3,4,7,4,2,4,1,4,7,1,4,7,1,4,7,5,5,5,5,3,3,2,2,3,4,3,3,2,3,3,2,5,5,2,5,5,1,4,5,2,5,5,5,2,5,5,,,,,,,,,,,,,,,7,7,7,7,,,,,,1,,,,,,,1,,1
2019-07-17 11:07:00,7/17/2019 11:26,0,100,1168,1,7/17/2019 11:26,,,,,anonymous,ZH-S,1,,2,1,4,8,8,4,3,25.0,1,1,14,4,2,3,2,3,2,4,1,26,2,1,14,,4,4,2,4,4,4,2,3,4,4,3,6,4,4,6,6,6,5,6,5,6,6,4,5,4,5,5,5,1,1,1,3,1,1,1,1,2,2,1,1,1,1,6,1,1,1,3,6,3,3,2,1,6,2,4,5,1,14,2,1,2,2,2,1,2,1,1,1,1,2,1,3,5,5,6,3,4,5,5,5,5,5,6,4,,,,,,,1,1,1,1,,,,,5,1,3,8,4,5,3,3,3,1,4,6,5,5,7,7,2,4,1,3,1,4,2,1,8,3,1,1,1,3,3,2,2,3,2,3,4,3,3,3,3,2,2,5,2,5,5,2,4,4,2,4,4,5,3,4,5,,,,,,,,,,,,,,,1,5,5,2,,,,,,1,,,,,1,,1,,1
2019-07-17 11:18:00,7/17/2019 11:37,0,100,1116,1,7/17/2019 11:37,,,,,anonymous,EN,1,3,1,1,1,2,6,4,4,22.0,1,2,11,1,3,3,2,3,4,4,1,,4,1,11,22,4,5,2,4,4,4,3,3,4,5,2,6,6,6,5,4,5,5,5,3,5,6,3,5,3,3,5,5,4,1,1,1,3,1,1,2,2,2,1,3,2,5,6,3,6,1,2,6,5,3,7,4,6,2,5,2,1,14,1,1,1,3,1,1,1,2,1,2,5,1,2,1,1,1,1,1,4,2,1,1,1,1,6,7,,,,,,,1,1,1,1,,,,,4,7,2,7,8,9,,6,,10,,9,6,,9,,,2,1,7,1,2,7,2,1,7,5,5,5,5,2,3,3,1,3,5,2,5,4,5,2,4,5,5,2,3,3,1,4,5,2,5,4,5,2,4,5,,,,,,,,,,,,,,,6,5,5,5,,,,,1,,,,,,,1,,,1
2019-07-17 11:22:00,7/17/2019 11:38,0,100,937,1,7/17/2019 11:38,,,,,anonymous,EN,1,,1,1,4,2,6,4,3,25.0,1,4,60,2,5,3,4,5,3,3,5,24,1,1,60,6,5,5,3,4,4,3,3,3,5,5,3,5,5,3,7,7,5,7,3,4,3,5,7,3,5,7,5,7,1,1,1,1,1,1,1,1,2,2,1,2,2,3,6,4,5,3,3,6,2,6,2,1,7,1,7,1,1,14,3,2,2,1,2,1,2,1,1,1,2,2,1,2,3,5,5,2,2,2,2,2,2,2,9,9,,,,,,,1,1,1,1,,,,,6,5,2,6,1,2,,6,,8,6,,10,,1,1,1,1,4,3,1,4,3,1,4,3,3,3,3,5,1,5,5,1,4,5,2,5,4,5,3,5,5,5,1,5,5,1,4,5,2,5,4,5,3,5,5,,,,,,,,,,,,,,,5,5,5,5,,,,,,,1,,,,,,,1,1
2019-07-17 09:12:00,7/17/2019 11:40,0,100,8860,1,7/17/2019 11:40,,,,,anonymous,EN,1,5,2,1,1,2,6,9,4,23.0,3,20+,55,7,2,3,4,3,2,5,5,26,2,1,55,,5,5,2,5,5,5,1,5,5,5,2,7,7,5,5,5,6,5,2,7,6,5,6,2,6,5,5,5,1,1,1,3,1,1,1,2,1,2,1,1,1,4,1,1,4,4,6,4,5,5,5,,3,4,4,,3,12,2,3,2,2,2,2,1,3,1,1,2,2,1,7,6,7,9,7,7,7,5,5,4,5,5,7,5,6,1,3,1,3,2,3,2,1,1,3,1,3,8,8,7,5,5,5,6,7,6,7,6,7,7,6,3,7,6,1,3,4,1,3,4,1,3,4,3,4,4,1,1,1,1,4,2,3,4,4,2,2,5,2,1,5,5,5,5,2,4,4,4,4,4,5,1,4,5,,,,,,,,,,,,,,,5,5,5,5,,,,1,,,,,,,1,,,,1
2019-07-17 11:14:00,7/17/2019 11:40,0,100,1584,1,7/17/2019 11:40,,,,,anonymous,EN,1,4,2,1,1,2,8,4,5,26.0,1,2,40,4,4,4,3,4,1,5,5,25,2,1,40,,5,5,1,5,5,4,1,4,5,5,1,6,6,7,7,6,6,7,3,7,6,6,7,2,7,7,6,6,1,3,1,1,1,3,1,2,2,2,1,1,2,1,6,2,6,1,1,6,1,1,5,1,7,2,2,3,1,14,5,5,1,1,1,1,1,2,5,5,5,5,2,1,2,2,4,1,9,9,1,1,1,1,6,6,,,,,,,1,1,1,1,,,,,5,4,4,,3,,,,,5,4,3,,,6,,,4,3,7,4,1,2,4,2,1,5,5,5,4,1,5,4,1,3,5,2,5,5,5,1,4,5,4,1,5,4,1,3,5,2,5,5,5,1,4,5,,,,,,,,,,,,,,,5,7,7,5,,,,,,,1,,,,,,,1,1
2019-07-17 12:34:00,7/17/2019 12:57,0,100,1349,1,7/17/2019 12:57,,,,,anonymous,EN,1,4,1,1,4,2,8,4,4,26.0,2,4,24,2,2,2,1,1,4,5,5,23,1,2,24,43,4,4,1,4,4,5,1,4,5,5,3,7,7,6,7,7,7,6,5,7,6,7,7,1,7,6,5,6,1,1,1,1,1,1,1,1,2,4,3,2,2,6,3,7,2,7,2,6,1,1,1,1,6,1,1,2,1,14,2,2,2,2,2,2,2,1,1,1,2,2,1,7,7,7,4,1,2,6,7,7,7,7,3,1,,,,,,,1,1,1,1,,,,,6,2,1,9,4,6,3,1,,8,10,4,9,10,8,1,5,4,7,3,2,7,4,4,7,2,4,5,5,5,1,5,5,5,3,5,2,4,4,5,2,5,4,3,1,5,5,5,1,2,5,1,1,1,5,1,1,,,,,,,,,,,,,,,2,5,7,5,,,,,,,1,,,,,,,1,1
2019-07-17 12:43:00,7/17/2019 13:07,0,100,1459,1,7/17/2019 13:07,,,,,anonymous,EN,1,4,2,1,1,2,6,5,3,22.0,2,3,20,2,3,3,2,2,2,4,4,22,2,2,20,26 months,5,5,1,5,5,4,1,4,5,5,1,7,7,7,7,6,7,7,3,6,6,7,7,1,5,5,7,6,1,1,1,1,1,1,1,2,4,2,1,1,2,1,6,2,5,2,1,7,1,1,3,1,6,1,2,3,1,12,2,2,2,3,2,2,2,1,3,1,2,2,1,6,7,7,7,1,2,6,6,2,2,6,1,1,13,15,2,3,2,3,1,2,1,2,2,3,2,3,4,7,2,5,,,5,4,,6,2,5,2,1,6,,,4,1,3,4,1,7,4,1,7,5,5,5,1,3,1,1,5,2,1,5,1,1,1,4,1,1,4,2,5,5,1,5,5,2,5,5,5,2,5,5,,,,,,,,,,,,,,,6,6,7,6,,,,,1,,,,,,,,1,,1
2019-07-10 14:16:00,7/10/2019 14:35,0,87,1133,0,7/17/2019 14:35,,,,,qr,EN,1,4,2,6,3,2,6,9,3,22.0,2,0,24,1,1,2,1,1,1,5,4,22,2,1,18,14,2,2,3,3,1,3,5,2,4,3,2,2,4,4,1,3,4,4,4,4,5,5,3,2,5,4,5,4,4,1,1,1,1,1,1,2,2,2,1,1,2,2,7,2,6,2,2,2,5,5,7,4,4,5,3,4,2,8,2,2,2,2,2,1,5,3,3,3,3,2,3,4,7,6,4,1,2,4,6,7,6,7,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17 14:11:00,7/17/2019 14:45,0,100,2047,1,7/17/2019 14:45,,,,,anonymous,EN,1,1,1,1,4,2,8,4,4,28.0,1,1,96,7,2,4,4,1,5,5,5,28,1,1,96,,5,5,1,5,5,5,1,5,5,5,1,7,7,7,7,7,7,7,1,1,7,7,7,1,7,7,7,7,1,1,1,1,1,1,1,2,2,2,1,1,2,1,6,1,7,1,1,7,1,1,1,1,7,1,1,1,1,14,1,1,1,1,1,1,1,2,2,2,2,2,2,1,5,5,2,1,2,1,1,1,1,1,9,9,,,,,,,1,1,,,,,,,6,4,4,5,3,1,,,,,,,,,,,,4,3,3,4,3,3,4,3,3,5,5,5,5,1,5,5,1,5,5,1,5,3,5,2,2,5,5,1,5,5,1,5,5,1,5,3,5,2,2,5,,,,,,,,,,,,,,,4,4,7,4,1,,,,,,,1,,,,,,,1
2019-07-17 09:19:00,7/17/2019 14:46,0,100,19596,1,7/17/2019 14:46,,,,,anonymous,EN,1,4,2,1,1,2,8,4,4,27.0,2,2,24,2,3,3,1,1,1,5,5,31,2,2,26,,4,5,1,4,4,4,1,4,4,5,1,6,7,7,7,7,7,7,1,6,6,6,7,1,7,7,6,6,1,1,1,1,1,1,1,2,1,2,1,1,2,2,6,2,6,2,2,6,1,1,5,4,7,1,3,2,1,14,1,2,1,3,1,1,1,2,1,1,1,1,2,1,4,4,5,2,3,3,1,2,2,2,7,7,,,,,,,1,1,1,1,,,,,5,7,5,6,4,7,,7,,6,2,4,4,,6,3,,3,4,"1,2,7",3,4,"1,2,7,8",3,4,"1,2,7,8",4,4,4,4,3,3,3,2,2,3,4,4,3,3,3,2,3,4,3,3,3,3,2,3,4,4,3,3,3,2,3,,,,,,,,,,,,,,,3,4,5,5,,,,,,1,,,,,,,,1,1
2019-07-17 16:06:00,7/17/2019 16:33,0,100,1625,1,7/17/2019 16:33,,,,,anonymous,EN,1,3,1,7,"1,2,6",2,8,5,5,27.0,1,1,6,"1,3",1,2,3,2,1,1,1,28,1,1,6,38,4,2,2,4,5,5,1,5,4,4,1,7,7,7,6,7,7,6,6,6,7,7,7,1,7,6,7,5,1,1,1,1,1,1,1,2,2,2,1,2,2,3,5,5,5,6,3,7,2,1,1,1,5,5,5,3,3,14,5,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,5,1,1,1,1,1,1,1,7,7,,,,,,,1,1,2,1,1,1,1,1,1,0,0,0,0,2,,5,,8,,,,0,10,,6,3,5,,2,1,3,3,1,2,5,5,5,5,3,5,5,1,,3,2,5,3,5,2,5,5,5,1,5,5,1,,3,2,5,4,5,3,5,5,,,,,,,,,,,,,,,7,7,7,7,,,,,,1,,,,,,,1,,1
2019-07-17 17:12:00,7/17/2019 17:24,0,100,710,1,7/17/2019 17:24,,,,,anonymous,EN,1,3,1,1,1,2,6,3,4,24.0,2,2,55+,2,4,2,3,4,2,4,3,23,1,2,55+,9,5,5,2,3,4,4,1,3,5,5,3,6,6,6,6,6,6,5,4,3,6,6,5,2,5,4,5,5,1,1,1,2,3,1,1,1,2,1,3,2,1,3,4,5,5,3,6,5,2,5,2,3,6,2,2,2,1,12,2,2,2,2,2,2,2,1,1,1,2,2,1,5,6,6,6,2,2,2,6,7,6,6,2,2,9,0,3,1,3,1,3,1,2,1,2,2,2,2,6,5,1,4,1,1,1,4,1,1,3,1,1,1,1,1,5,4,2,6,4,2,6,4,2,6,4,4,4,4,1,3,3,1,3,3,3,4,4,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,4,4,5,5,,,1,,,,,,,,,,,1,1
2019-07-17 17:51:00,7/17/2019 18:08,0,100,997,1,7/17/2019 18:08,,,,,anonymous,EN,1,3,2,1,1,2,6,5,5,24.0,2,3,30,2,2,4,3,2,2,4,3,30,2,3,6,12,2,3,1,3,3,3,3,3,3,3,3,5,5,7,6,6,3,3,4,5,5,5,7,1,6,6,6,6,1,1,1,1,3,1,1,2,2,2,1,1,2,2,5,3,5,2,2,2,6,2,7,4,4,2,2,5,4,12,3,2,1,2,3,1,2,1,2,3,3,2,2,6,2,6,2,2,2,4,4,6,5,7,3,2,22,22,1,3,1,3,1,2,1,1,2,2,2,2,3,2,5,8,6,5,3,7,5,9,2,4,6,,6,3,,3,7,1,3,7,1,3,7,1,4,4,4,4,4,3,2,1,4,5,3,4,4,4,2,4,3,3,3,4,2,1,4,5,3,4,4,4,2,3,3,,,,,,,,,,,,,,,2,4,6,3,,,,,,,1,,,,,,,1,1
2019-07-17 23:11:00,7/17/2019 23:27,0,100,936,1,7/17/2019 23:27,,,,,anonymous,EN,1,2,1,1,1,2,6,7,4,22.0,1,3,15,2,3,3,3,2,2,5,5,19,1,2,15,24,5,5,1,5,5,5,1,5,5,5,3,7,7,7,7,7,7,7,2,7,7,7,7,1,7,7,7,7,1,1,1,1,1,1,1,2,2,2,1,1,2,4,6,1,6,1,1,7,1,1,4,1,6,1,2,6,4,14,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,4,1,1,1,1,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,4,1,2,4,1,2,,,,5,2,4,4,2,4,4,3,3,3,4,3,4,5,5,2,4,4,2,4,4,3,3,3,4,3,4,5,,,,,,,,,,,,,,,6,6,6,6,,,,,,1,,,,,,,1,,1
2019-07-18 05:28:00,7/18/2019 5:46,0,100,1063,1,7/18/2019 5:46,,,,,anonymous,EN,1,5,2,1,"2,3",1,2,5,3,18.0,1,0,24,2,1,1,1,1,4,1,1,18,2,3,24,,5,5,1,5,4,5,1,5,5,5,1,7,7,7,7,6,7,7,7,6,6,7,7,1,7,7,7,7,1,1,1,1,1,1,3,3,4,2,1,2,2,1,7,1,7,1,1,7,1,5,1,1,6,2,4,2,1,8,2,2,2,2,2,2,2,1,1,1,2,2,1,7,7,9,9,9,9,9,9,7,7,7,1,9,1,,2,2,2,2,2,2,1,1,2,2,2,2,10,,,5,5,,,10,,,0,,8,6,2,2,10,4,5,6,4,5,1,4,1,6,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,3,4,4,4,3,4,3,4,2,4,1,1,,,,,,,,,,,,,3,3,4,1,1,1,,,,,,1,,,,,,,1
